pdb	alpha_helical(%)	beta_strand(%)	coil(%)
8ccr	47.31	27.74	24.94
6y3w	47.31	27.74	24.94
1g1x	47.31	27.74	24.94
8ts8	47.31	27.75	24.94
5d0o	47.31	27.75	24.95
4toi	47.31	27.75	24.95
8icg	47.31	27.75	24.95
3he2	47.31	27.75	24.95
1a5t	47.31	27.75	24.95
3rye	47.31	27.75	24.95
8cj5	47.31	27.75	24.94
2xok	47.31	27.75	24.94
5w4e	47.31	27.75	24.94
6few	47.31	27.75	24.94
6wt9	47.31	27.75	24.94
6pl6	47.31	27.75	24.94
6yxq	47.31	27.75	24.94
2zeu	47.31	27.75	24.94
5yfb	47.31	27.75	24.94
5d57	47.31	27.75	24.94
5m52	47.31	27.75	24.94
3w8v	47.31	27.75	24.94
6zz1	47.31	27.75	24.94
3zry	47.31	27.75	24.94
8qmc	47.31	27.75	24.94
2bnx	47.31	27.75	24.94
8dpw	47.31	27.75	24.94
4k7r	47.31	27.75	24.94
3gop	47.31	27.75	24.94
5aqp	47.31	27.75	24.94
5jef	47.31	27.75	24.94
8i5w	47.31	27.75	24.94
1fzg	47.31	27.75	24.94
2xgx	47.31	27.75	24.94
1o1r	47.31	27.75	24.94
6lgq	47.31	27.75	24.94
5czu	47.31	27.75	24.94
5lhi	47.31	27.75	24.94
5hx6	47.31	27.75	24.94
7vgv	47.31	27.75	24.94
5hj3	47.3	27.76	24.95
2c2x	47.29	27.76	24.95
6jxt	47.29	27.76	24.95
3m9u	47.3	27.76	24.95
4wsv	47.29	27.76	24.95
4ji6	47.29	27.76	24.95
2zr2	47.29	27.76	24.95
7a4y	47.29	27.76	24.95
1mp8	47.29	27.76	24.95
7rps	47.29	27.76	24.95
6cc4	47.29	27.76	24.95
7nrl	47.29	27.76	24.95
6bkq	47.29	27.76	24.95
5vtr	47.28	27.76	24.96
4idn	47.28	27.76	24.96
6b2p	47.28	27.76	24.96
3eqa	47.28	27.76	24.96
3lxu	47.28	27.77	24.96
6l55	47.28	27.76	24.95
8hyl	47.28	27.76	24.96
7y47	47.28	27.76	24.96
1zqh	47.28	27.76	24.96
4k3x	47.28	27.76	24.96
2gsl	47.28	27.76	24.96
5xxg	47.28	27.76	24.96
6wqo	47.28	27.77	24.96
3n7n	47.28	27.76	24.96
6ptx	47.28	27.77	24.96
5w6h	47.27	27.77	24.96
2cce	47.27	27.77	24.96
7l1e	47.27	27.77	24.96
6l93	47.27	27.77	24.96
8r5q	47.27	27.77	24.96
4bmq	47.27	27.77	24.96
3k1f	47.26	27.77	24.96
7mvt	47.27	27.77	24.96
2hy6	47.27	27.77	24.96
6x8g	47.27	27.77	24.96
3q4h	47.27	27.77	24.96
8fj7	47.27	27.77	24.96
3gwu	47.27	27.77	24.96
4lk0	47.26	27.77	24.97
7nxy	47.26	27.77	24.97
3vtx	47.26	27.77	24.97
8j8p	47.26	27.77	24.97
8bh8	47.26	27.77	24.97
4eyy	47.26	27.77	24.97
7ors	47.26	27.77	24.97
3ikr	47.26	27.77	24.97
2o98	47.26	27.77	24.97
6gkz	47.26	27.77	24.97
4twd	47.26	27.77	24.97
6ek8	47.26	27.77	24.97
1dvb	47.26	27.77	24.97
6nhp	47.26	27.77	24.97
5tyx	47.26	27.77	24.97
3ad4	47.26	27.77	24.97
6bzi	47.25	27.77	24.97
2hmg	47.25	27.78	24.98
7m09	47.25	27.78	24.98
7let	47.25	27.78	24.98
7wax	47.25	27.77	24.97
4kkj	47.25	27.77	24.97
1vgo	47.25	27.77	24.97
6ob6	47.25	27.77	24.97
5cj1	47.26	27.77	24.97
1xw2	47.26	27.77	24.97
4kis	47.26	27.77	24.97
5k0k	47.26	27.77	24.97
3kxz	47.26	27.77	24.97
7yn1	47.26	27.77	24.97
4e19	47.26	27.77	24.97
6twq	47.26	27.77	24.97
5uq0	47.25	27.77	24.97
8d06	47.26	27.77	24.97
1qoj	47.26	27.77	24.97
1piz	47.26	27.77	24.97
8roi	47.26	27.77	24.97
1jb0	47.26	27.77	24.97
6z3d	47.26	27.77	24.97
4qps	47.26	27.77	24.97
2efs	47.27	27.77	24.97
3q79	47.27	27.77	24.97
3osa	47.27	27.76	24.97
6ku0	47.27	27.76	24.97
7yfu	47.27	27.76	24.97
5od1	47.27	27.76	24.97
5onz	47.27	27.76	24.97
6deh	47.27	27.76	24.97
3tx7	47.27	27.76	24.96
8st9	47.27	27.76	24.96
1tg2	47.27	27.76	24.96
5dha	47.28	27.76	24.96
3g6b	47.28	27.76	24.96
5zlc	47.28	27.76	24.96
5efr	47.28	27.76	24.96
5btc	47.28	27.76	24.96
2i9c	47.28	27.76	24.96
6iv7	47.28	27.76	24.96
6d5x	47.28	27.76	24.96
3i8r	47.28	27.76	24.96
1dg3	47.28	27.76	24.96
3a68	47.29	27.75	24.95
3po5	47.29	27.75	24.95
2jiv	47.29	27.75	24.96
5qik	47.29	27.75	24.96
7xn9	47.29	27.75	24.96
6lub	47.29	27.75	24.96
1ed1	47.29	27.75	24.96
8h2u	47.29	27.75	24.96
6gqo	47.29	27.75	24.96
5zai	47.29	27.75	24.96
8tnd	47.29	27.75	24.96
5opj	47.29	27.75	24.96
5wj7	47.29	27.75	24.96
6job	47.3	27.75	24.95
1twc	47.29	27.75	24.96
1wao	47.29	27.75	24.96
4w8j	47.28	27.75	24.96
6hq3	47.28	27.75	24.96
5fi4	47.28	27.76	24.96
2z4b	47.28	27.75	24.96
8e6i	47.28	27.75	24.96
3tz5	47.28	27.75	24.96
5apu	47.29	27.75	24.96
4tof	47.29	27.75	24.96
6i7i	47.29	27.75	24.96
5gux	47.29	27.75	24.96
2wmo	47.29	27.75	24.96
3e63	47.29	27.75	24.96
5gwk	47.29	27.75	24.96
4gtt	47.29	27.75	24.96
3oma	47.29	27.75	24.96
2b9c	47.29	27.75	24.96
4quv	47.29	27.75	24.96
7q5y	47.28	27.76	24.96
4gwq	47.28	27.76	24.96
7xr7	47.28	27.76	24.96
2wjl	47.28	27.76	24.96
3oab	47.28	27.76	24.96
6rv4	47.28	27.76	24.96
6lys	47.28	27.76	24.96
7e70	47.28	27.76	24.96
8zah	47.28	27.76	24.96
7tii	47.28	27.75	24.96
3m72	47.28	27.75	24.96
8el6	47.28	27.75	24.96
6p68	47.28	27.76	24.96
4yvm	47.28	27.75	24.96
7bi3	47.28	27.75	24.96
4xt1	47.28	27.75	24.96
8cl8	47.28	27.75	24.96
5uk8	47.28	27.75	24.96
7nox	47.28	27.75	24.96
4yne	47.28	27.75	24.96
3ck8	47.28	27.76	24.96
1xm3	47.28	27.76	24.96
7tep	47.28	27.76	24.96
1fiy	47.28	27.75	24.96
3sja	47.29	27.75	24.96
3csx	47.29	27.75	24.96
6gdm	47.28	27.75	24.96
3s8g	47.29	27.75	24.96
1ruo	47.29	27.75	24.96
7ree	47.29	27.75	24.96
3bre	47.28	27.75	24.96
6erp	47.29	27.75	24.96
1h56	47.29	27.75	24.96
6koo	47.28	27.76	24.96
6i1z	47.28	27.76	24.96
4qli	47.28	27.76	24.96
8cut	47.28	27.76	24.96
2wzh	47.28	27.76	24.96
6yqf	47.28	27.75	24.96
1zqc	47.28	27.75	24.96
8y7f	47.28	27.75	24.96
3pxi	47.28	27.75	24.96
7pfh	47.29	27.75	24.96
4cvp	47.29	27.75	24.96
6vng	47.28	27.75	24.96
7zyq	47.28	27.76	24.96
6kqi	47.28	27.75	24.96
3l4q	47.29	27.75	24.96
7e9r	47.29	27.75	24.96
5xai	47.29	27.75	24.96
1jh0	47.29	27.75	24.96
1ibm	47.29	27.75	24.96
5nj4	47.28	27.76	24.96
7xyw	47.29	27.75	24.96
3noc	47.29	27.75	24.96
1ggq	47.29	27.75	24.96
3oee	47.28	27.76	24.96
4lwz	47.28	27.76	24.96
3rm5	47.28	27.76	24.96
8aud	47.28	27.76	24.96
5xei	47.28	27.76	24.96
7mnl	47.28	27.76	24.96
4ckn	47.27	27.76	24.96
8etq	47.28	27.76	24.96
5oo7	47.28	27.76	24.96
3ubw	47.28	27.76	24.96
3dst	47.28	27.76	24.96
7bqk	47.28	27.76	24.96
5hqo	47.28	27.76	24.96
3ebl	47.28	27.76	24.96
5crl	47.28	27.76	24.96
6pit	47.28	27.76	24.96
4bmo	47.28	27.76	24.96
1upl	47.28	27.76	24.96
5odh	47.27	27.76	24.96
5o71	47.27	27.76	24.96
8e7w	47.28	27.76	24.96
1rce	47.28	27.76	24.96
3c7q	47.28	27.76	24.96
1s3q	47.28	27.76	24.96
7jjl	47.28	27.76	24.96
4wk5	47.28	27.76	24.96
6zmd	47.28	27.76	24.96
4a25	47.29	27.76	24.96
5lxo	47.29	27.76	24.96
1e79	47.28	27.76	24.96
2eik	47.29	27.76	24.95
7nfh	47.29	27.76	24.95
2j7a	47.28	27.76	24.95
8fbo	47.29	27.76	24.95
2wr2	47.28	27.76	24.96
7nla	47.28	27.76	24.96
5zi7	47.28	27.76	24.96
4fl2	47.28	27.76	24.96
6qv1	47.28	27.76	24.95
6ccv	47.28	27.77	24.96
2zhy	47.28	27.77	24.96
4h32	47.27	27.77	24.96
6ek7	47.27	27.77	24.96
2z5o	47.27	27.77	24.96
7ah0	47.27	27.77	24.96
8owg	47.27	27.77	24.96
8t8x	47.27	27.77	24.96
5xb5	47.27	27.77	24.96
2h6h	47.27	27.77	24.96
3ee1	47.27	27.77	24.96
7f4n	47.27	27.77	24.96
6rrh	47.27	27.77	24.96
4dz0	47.27	27.77	24.96
3k0s	47.27	27.77	24.96
1l0l	47.27	27.77	24.96
3pde	47.27	27.77	24.96
6cuu	47.26	27.77	24.96
6dd9	47.27	27.77	24.96
1pm2	47.27	27.77	24.96
2pjw	47.27	27.77	24.96
5j2k	47.27	27.77	24.96
7eqb	47.27	27.77	24.96
6nle	47.27	27.77	24.96
3qw0	47.27	27.77	24.96
1umw	47.27	27.77	24.96
7vvr	47.28	27.77	24.96
3sae	47.28	27.77	24.96
2pfm	47.28	27.76	24.96
1gtw	47.28	27.76	24.96
8aoy	47.28	27.76	24.96
6h9m	47.28	27.76	24.96
6crh	47.28	27.76	24.96
4ph3	47.28	27.76	24.96
5xfs	47.28	27.76	24.96
3wpo	47.28	27.76	24.96
7w2q	47.28	27.76	24.95
4bdp	47.28	27.76	24.95
3qsg	47.28	27.76	24.95
4uph	47.28	27.76	24.96
6dkb	47.28	27.76	24.96
7vi6	47.28	27.76	24.96
1k1f	47.28	27.76	24.96
1knp	47.28	27.76	24.96
6pfy	47.28	27.76	24.96
3a0o	47.28	27.76	24.96
5zyr	47.28	27.76	24.96
6i36	47.28	27.76	24.96
7ksz	47.28	27.76	24.96
6cga	47.28	27.76	24.96
6mgm	47.28	27.76	24.96
3vkg	47.28	27.76	24.96
4m34	47.28	27.76	24.96
1rcp	47.28	27.76	24.96
3gpv	47.28	27.76	24.95
8ara	47.28	27.76	24.95
6sjc	47.28	27.76	24.96
1zqr	47.28	27.76	24.96
7ex1	47.28	27.76	24.96
5jz6	47.28	27.76	24.96
6ddb	47.28	27.76	24.96
1rj1	47.28	27.76	24.96
4okm	47.28	27.76	24.96
1jgx	47.28	27.76	24.96
4pms	47.28	27.76	24.96
3rau	47.28	27.76	24.96
4i6i	47.28	27.76	24.96
5oj4	47.28	27.76	24.96
2g44	47.28	27.76	24.96
3sml	47.28	27.76	24.96
2y1m	47.28	27.76	24.96
4toa	47.29	27.75	24.95
1lj2	47.29	27.75	24.95
5y6a	47.29	27.75	24.95
1sq3	47.3	27.75	24.95
4myy	47.3	27.75	24.95
2xwb	47.28	27.76	24.95
1qdb	47.28	27.76	24.95
4w8n	47.28	27.76	24.96
8eic	47.28	27.76	24.96
7arp	47.28	27.76	24.96
4bxx	47.27	27.77	24.96
6mpf	47.27	27.77	24.96
5gof	47.27	27.77	24.96
2ypq	47.27	27.77	24.96
1q0g	47.27	27.77	24.96
6s1a	47.27	27.77	24.96
3pz1	47.27	27.77	24.96
3q5m	47.27	27.77	24.96
7wxm	47.27	27.77	24.96
3ech	47.28	27.77	24.96
8bp7	47.28	27.76	24.96
1rj2	47.28	27.76	24.96
2uxb	47.27	27.77	24.96
4dnn	47.27	27.77	24.96
7vkm	47.27	27.77	24.96
5xsj	47.27	27.77	24.96
3kav	47.27	27.77	24.96
4xly	47.28	27.76	24.96
6l1x	47.28	27.76	24.96
6hya	47.27	27.77	24.96
3m5u	47.27	27.77	24.96
5vs1	47.27	27.77	24.96
8i77	47.27	27.77	24.96
3g60	47.28	27.76	24.96
1u47	47.28	27.76	24.96
1sl2	47.28	27.77	24.96
6bq9	47.28	27.77	24.96
6e43	47.28	27.76	24.96
2v0p	47.28	27.76	24.96
8a27	47.28	27.76	24.96
7cea	47.28	27.76	24.96
1p6e	47.28	27.76	24.96
8hkn	47.28	27.76	24.96
6caq	47.27	27.77	24.96
6aba	47.27	27.77	24.96
4j9z	47.27	27.77	24.96
5t6q	47.27	27.77	24.96
4qiq	47.28	27.77	24.96
6vhn	47.28	27.77	24.96
6oy7	47.27	27.77	24.96
1clq	47.27	27.77	24.96
3ii6	47.27	27.77	24.96
6wpe	47.27	27.77	24.96
6iv1	47.27	27.77	24.96
4r10	47.27	27.77	24.96
6w6x	47.27	27.77	24.96
5yo6	47.28	27.77	24.96
2vpy	47.27	27.77	24.96
1ji4	47.28	27.76	24.96
6rwi	47.28	27.76	24.96
7e4m	47.28	27.76	24.96
3spa	47.28	27.76	24.96
2vbl	47.28	27.76	24.96
2q13	47.28	27.76	24.96
6hq5	47.28	27.76	24.96
6ti4	47.28	27.76	24.96
5eas	47.28	27.76	24.96
5iau	47.28	27.76	24.96
4rg9	47.28	27.76	24.96
5arf	47.28	27.76	24.96
8y75	47.28	27.76	24.96
4g23	47.28	27.76	24.96
1xc9	47.28	27.76	24.96
4ymd	47.28	27.76	24.96
8u9r	47.27	27.77	24.96
1dze	47.27	27.77	24.96
7ewv	47.27	27.77	24.96
6xtz	47.27	27.77	24.96
8wng	47.27	27.77	24.96
7k96	47.27	27.77	24.96
8qtj	47.27	27.77	24.96
2a8z	47.27	27.77	24.96
2vf7	47.26	27.77	24.97
6lrx	47.26	27.77	24.97
4lqj	47.26	27.77	24.97
3npk	47.27	27.77	24.97
8itv	47.27	27.77	24.96
5fz8	47.27	27.77	24.97
4e52	47.27	27.77	24.97
6bm2	47.26	27.77	24.97
6f6m	47.26	27.77	24.97
5oiy	47.26	27.77	24.97
5lc8	47.26	27.77	24.97
5e33	47.26	27.77	24.97
6bwm	47.26	27.77	24.97
7or8	47.26	27.77	24.97
2x3v	47.27	27.77	24.96
8d3f	47.27	27.77	24.96
6cg8	47.27	27.77	24.96
6mym	47.26	27.77	24.97
6bik	47.26	27.77	24.97
5ex4	47.26	27.77	24.97
8pov	47.26	27.77	24.97
3is7	47.27	27.77	24.96
6gqn	47.27	27.77	24.96
3vhe	47.27	27.77	24.96
3w93	47.27	27.77	24.96
1njx	47.27	27.77	24.96
1wp7	47.27	27.76	24.96
6zfs	47.27	27.76	24.96
6lp2	47.27	27.77	24.96
4a55	47.27	27.77	24.96
4jsp	47.27	27.77	24.96
8fqj	47.27	27.77	24.96
4iwp	47.27	27.77	24.96
5aiq	47.27	27.77	24.96
3has	47.27	27.77	24.96
1t3z	47.27	27.77	24.96
7bmc	47.27	27.77	24.96
6s8q	47.27	27.77	24.96
3uia	47.27	27.77	24.96
4o9h	47.27	27.77	24.96
2z8y	47.26	27.77	24.96
1w5k	47.27	27.77	24.96
1ib1	47.27	27.77	24.96
7nws	47.27	27.77	24.96
1sfc	47.27	27.77	24.96
6yr6	47.27	27.77	24.96
5tyu	47.27	27.77	24.96
5lef	47.27	27.77	24.96
3lww	47.28	27.76	24.96
8f2z	47.28	27.76	24.96
7udx	47.28	27.76	24.96
6grj	47.3	27.75	24.95
7aog	47.3	27.75	24.95
4bl4	47.3	27.75	24.95
3pe0	47.3	27.75	24.95
5cff	47.3	27.75	24.95
5c4x	47.29	27.76	24.95
3o52	18.77	41.41	39.82
4yti	22.92	39.91	37.17
1ids	34.08	32.91	33.01
8a6f	38.22	31.05	30.73
3fks	36.11	34.72	29.17
4pmt	35.98	34.74	29.28
6jpe	35.88	34.86	29.26
5hya	36.86	34.36	28.78
8sji	37.8	33.85	28.35
1zrf	37.69	33.7	28.61
6ls3	40.79	31.92	27.29
6go5	40.74	31.79	27.47
4jps	40.78	31.75	27.46
4q9u	42.88	30.76	26.36
4mxm	43.32	30.53	26.16
6fyu	40.95	31.66	27.39
5u1b	42.97	30.59	26.44
8j5x	42.81	30.7	26.49
6qx2	42.35	30.25	27.4
4a4k	42.37	30.49	27.14
4dj7	41.42	30.95	27.63
2zg8	41.58	30.86	27.56
8fua	41.96	30.64	27.4
4brb	42.67	30.23	27.1
6x2v	43.29	29.92	26.79
4j95	42.95	30.11	26.95
8tn1	43.45	29.82	26.73
8qd1	43.48	29.75	26.77
2ifu	44.29	29.26	26.45
7rbf	44.27	29.22	26.51
3lew	44.23	29.25	26.52
6sli	41.02	31.6	27.37
2uwt	41.1	31.5	27.39
2f18	40.69	31.76	27.55
8rqg	40.77	31.7	27.53
7s0a	41.14	31.51	27.35
8byj	41.48	31.28	27.24
5lob	41.44	31.31	27.25
5i9v	41.39	31.35	27.27
5yij	41.46	31.34	27.2
8ssy	41.45	31.28	27.28
5eqe	41.53	31.23	27.25
3t6g	41.98	31.0	27.03
3faj	42.03	30.96	27.01
8h2x	42.36	30.78	26.85
7nvi	42.49	30.71	26.8
5ddc	42.55	30.67	26.78
5mwe	42.69	30.6	26.71
8e0l	43.02	30.41	26.57
2avk	43.1	30.36	26.54
5fig	43.5	30.13	26.37
2qf9	43.64	30.06	26.31
6wtv	43.14	30.52	26.34
7ep1	43.35	30.41	26.25
3hp6	43.42	30.31	26.27
5ctg	43.79	30.12	26.09
5okd	43.89	30.08	26.03
3asn	44.5	29.82	25.68
4jv5	44.03	30.04	25.93
1rsv	44.26	29.9	25.84
4pj0	44.56	29.82	25.62
4r1i	44.84	29.68	25.48
6yu6	45.12	29.53	25.35
2z4y	45.31	29.42	25.27
4mbq	45.41	29.36	25.23
2wr1	45.01	29.48	25.51
7zry	45.0	29.47	25.52
4azk	44.9	29.54	25.55
2q9y	45.11	29.46	25.43
3qb1	45.3	29.32	25.38
7b7t	45.29	29.29	25.42
3n1z	45.44	29.21	25.35
4nur	45.33	29.24	25.43
6yvh	45.43	29.22	25.36
5gy1	45.29	29.25	25.46
3hxr	45.18	29.3	25.53
7e5a	45.23	29.25	25.52
4ayq	45.24	29.21	25.55
7ck9	45.28	29.18	25.53
5jqh	45.39	29.16	25.45
3kck	45.36	29.18	25.46
6k0z	45.33	29.19	25.48
1ecw	45.34	29.18	25.48
7miw	45.56	29.03	25.41
5jbj	45.53	29.04	25.43
4l6r	45.65	28.98	25.37
5e3x	45.73	28.93	25.33
5gu0	45.78	28.91	25.32
8egu	45.8	28.9	25.3
5jfs	45.77	28.92	25.31
2odu	45.85	28.87	25.28
5v3r	45.9	28.86	25.24
2jaa	45.97	28.81	25.22
8px9	46.14	28.73	25.13
4e2c	46.18	28.71	25.11
1f7b	46.16	28.72	25.12
6x2m	46.33	28.63	25.04
6h8e	46.35	28.62	25.03
3s8f	46.46	28.57	24.97
6byy	46.44	28.54	25.01
5frr	46.68	28.44	24.88
1q5n	46.77	28.39	24.84
5to6	47.01	28.26	24.73
4uo7	46.65	28.4	24.96
1ier	46.69	28.38	24.94
4yje	46.77	28.34	24.89
5ws6	46.84	28.3	24.86
4k7k	46.97	28.25	24.78
7rzx	47.01	28.23	24.76
2qb4	47.13	28.17	24.7
2jgo	47.16	28.15	24.69
6i8a	46.98	28.26	24.76
5utz	46.4	28.7	24.91
1m1e	46.52	28.63	24.85
5xj0	46.0	28.83	25.17
7pg6	45.96	28.86	25.19
3h2u	45.94	28.84	25.22
8scm	45.95	28.81	25.23
6nvh	45.92	28.83	25.24
7ukw	45.79	28.92	25.29
4lr3	45.96	28.93	25.11
1ses	45.91	28.96	25.14
4a3e	45.42	29.24	25.34
4i3n	45.35	29.27	25.39
4cqy	45.1	29.34	25.56
2iok	45.17	29.3	25.53
5hx1	45.24	29.25	25.51
4kto	45.31	29.21	25.48
5e8x	45.28	29.24	25.48
7m45	45.27	29.23	25.5
4myc	45.46	29.12	25.42
7lt5	45.35	29.25	25.4
4zws	45.53	29.16	25.31
3znk	45.3	29.25	25.45
2c0m	45.43	29.17	25.4
3boq	45.47	29.15	25.38
4ux9	45.33	29.23	25.44
4tob	45.97	28.87	25.16
5kmi	45.94	28.88	25.18
1py2	45.99	28.85	25.16
4jul	45.54	29.0	25.45
7uwi	45.63	28.96	25.41
6rl6	45.67	28.93	25.4
3tlu	45.56	29.03	25.42
6n6s	45.64	28.98	25.38
7e7e	45.49	29.07	25.44
5ukj	45.47	29.08	25.45
1nk7	45.47	29.07	25.46
7szt	45.47	29.06	25.48
6kzh	45.55	29.01	25.44
4c5q	45.68	28.94	25.38
5hxx	45.66	28.96	25.38
8pqb	45.64	28.98	25.39
4knf	45.86	28.85	25.29
6lde	45.9	28.83	25.27
3rh3	46.0	28.78	25.22
5wu6	45.91	28.85	25.24
6nmm	45.92	28.85	25.22
8tsa	45.9	28.86	25.25
3d5s	45.96	28.81	25.22
4w8f	46.16	28.72	25.12
5oqn	46.25	28.69	25.06
4og3	46.26	28.68	25.06
2xub	46.29	28.66	25.05
6jod	46.24	28.7	25.06
4l0c	46.13	28.73	25.13
1hij	46.14	28.73	25.13
5mz5	46.03	28.78	25.18
5gip	46.01	28.76	25.22
5zq2	46.05	28.75	25.21
4ce7	46.08	28.71	25.22
5dj1	46.04	28.73	25.23
7yxt	46.11	28.69	25.2
8uku	45.8	28.85	25.35
1jqn	45.87	28.83	25.3
5upm	45.8	28.84	25.37
3ejz	45.72	28.93	25.36
3sdr	45.78	28.89	25.34
8a62	45.81	28.87	25.32
6vf9	45.8	28.86	25.33
7t24	45.85	28.83	25.32
5jwg	45.82	28.86	25.32
1ocz	45.98	28.81	25.21
1pmm	45.87	28.86	25.27
1jpa	45.84	28.87	25.29
8h8m	45.86	28.86	25.28
7x9r	45.89	28.84	25.27
2beq	45.93	28.82	25.24
8oje	46.36	28.7	24.94
8h4p	46.42	28.67	24.91
6jcx	46.23	28.76	25.02
8qda	46.22	28.75	25.04
8sjg	46.24	28.73	25.03
3ak8	46.42	28.62	24.95
3sb1	46.42	28.62	24.97
1k33	46.42	28.61	24.96
7vbu	46.44	28.61	24.95
5l31	46.49	28.58	24.93
4agd	46.47	28.6	24.93
3oxf	46.47	28.58	24.95
4mc8	46.5	28.56	24.94
7a03	46.57	28.52	24.92
7d98	46.53	28.52	24.95
6ga8	46.56	28.5	24.94
7k17	46.95	28.34	24.71
6btf	46.95	28.34	24.72
3mac	46.9	28.37	24.73
5v57	46.93	28.36	24.71
5xw7	47.01	28.31	24.67
8wf6	47.12	28.24	24.64
6nwh	47.09	28.24	24.66
8vl8	47.19	28.19	24.62
6hq2	47.16	28.19	24.64
7xv7	47.21	28.17	24.62
6ypi	47.22	28.17	24.62
6oqa	47.21	28.16	24.62
7xmb	47.33	28.12	24.55
3u8v	47.35	28.11	24.54
3m0g	47.4	28.08	24.52
4i02	47.34	28.07	24.59
1c3d	47.35	28.06	24.58
3opb	47.47	28.01	24.52
2e81	47.47	28.02	24.52
7drs	47.44	28.05	24.51
7udn	47.53	28.0	24.47
8rqj	47.55	27.98	24.47
2wc8	47.58	27.97	24.45
7lt1	47.56	27.98	24.45
6fq4	47.6	27.96	24.44
1gn9	47.59	27.96	24.45
6fby	47.63	27.93	24.44
7kjb	47.61	27.94	24.45
1hx8	47.65	27.92	24.43
5ojf	47.72	27.88	24.4
6gv1	47.7	27.91	24.4
3gly	47.69	27.9	24.4
7f9l	47.68	27.9	24.43
4mc0	47.72	27.87	24.41
3hwc	47.71	27.9	24.39
2v4y	47.63	27.91	24.46
1v4e	47.68	27.88	24.45
5aep	47.66	27.89	24.45
4nk9	47.63	27.9	24.47
4nxz	47.62	27.9	24.48
4euk	47.63	27.89	24.48
6hfb	47.85	27.77	24.38
6ov0	47.82	27.79	24.39
4hot	47.85	27.77	24.38
5h43	47.88	27.75	24.37
6nz9	47.92	27.72	24.36
3vkh	48.03	27.7	24.27
5jvg	47.72	27.86	24.43
1t6i	47.75	27.84	24.41
1zw0	47.81	27.81	24.38
6p1u	47.81	27.8	24.39
6dma	47.88	27.75	24.36
7u22	47.73	27.83	24.44
5oxs	47.7	27.83	24.47
6g7k	47.72	27.82	24.46
4yqx	47.65	27.86	24.49
4bay	47.64	27.87	24.49
7o63	47.66	27.86	24.48
6mgn	47.66	27.86	24.48
5b7b	47.62	27.9	24.48
7kgv	47.53	27.96	24.5
8sry	47.56	27.95	24.49
3nmi	47.63	27.92	24.46
6rgy	47.62	27.92	24.47
2zco	47.63	27.91	24.46
7o6m	47.65	27.9	24.45
7x5g	47.69	27.87	24.43
3vjo	47.68	27.88	24.44
1xkk	47.66	27.89	24.45
6g7i	47.69	27.88	24.44
4ceh	47.67	27.9	24.43
3byu	47.66	27.91	24.43
1b9y	47.61	27.94	24.46
7uh4	47.67	27.9	24.43
1h0h	47.5	27.99	24.51
6fin	47.48	28.0	24.51
4i1q	47.54	27.97	24.49
6kpd	47.54	27.97	24.49
7nv4	47.56	27.96	24.48
3ceg	47.56	27.96	24.48
7ats	47.54	27.97	24.49
5nnv	47.7	27.88	24.42
1ksc	47.69	27.88	24.42
3gjo	47.71	27.87	24.41
5jjn	47.77	27.84	24.39
7ex9	47.77	27.84	24.39
4u6u	47.82	27.82	24.36
6p06	47.83	27.81	24.36
2jdq	47.88	27.78	24.34
1kg9	47.9	27.77	24.33
4ez9	47.9	27.76	24.34
3jsl	47.87	27.77	24.36
8tyu	47.91	27.75	24.34
1j1e	47.96	27.72	24.32
6hoz	47.98	27.71	24.31
5e8w	47.97	27.72	24.32
1wzg	48.0	27.7	24.3
1uuj	48.03	27.69	24.29
4q85	47.92	27.81	24.27
2dys	48.0	27.79	24.21
5vpc	48.04	27.77	24.19
3vtq	48.07	27.76	24.18
1lb3	48.08	27.75	24.17
7kk2	48.04	27.77	24.19
5giv	48.18	27.68	24.14
6vf0	48.18	27.67	24.15
4ov0	48.2	27.66	24.14
6vov	48.17	27.67	24.16
4ri3	48.17	27.67	24.15
1yis	48.2	27.65	24.15
7za1	48.17	27.69	24.14
6zcj	48.19	27.68	24.13
5liq	48.21	27.66	24.13
5j2d	48.2	27.66	24.14
5apq	48.22	27.65	24.12
5h56	48.23	27.65	24.12
7oyh	48.22	27.66	24.13
8j61	48.2	27.67	24.13
5ir4	48.21	27.66	24.13
5heo	48.06	27.76	24.17
5et3	48.07	27.76	24.17
3vun	47.96	27.8	24.24
5fzt	47.99	27.79	24.23
3ccj	47.73	27.92	24.35
5wr7	47.72	27.93	24.35
5bwd	47.71	27.94	24.36
8soz	47.68	27.95	24.37
8dgn	47.7	27.94	24.36
3zrx	47.72	27.93	24.35
2ahg	47.72	27.92	24.36
4gyy	47.7	27.92	24.38
4hz4	47.7	27.92	24.38
6q9f	47.69	27.91	24.39
4dv1	47.59	27.96	24.45
8to3	47.54	28.0	24.47
8jgr	47.53	28.0	24.47
8bsa	47.57	27.98	24.45
3vpn	47.6	27.96	24.44
8av4	47.62	27.95	24.43
5c8a	47.61	27.95	24.44
5yfc	47.6	27.95	24.45
6hep	47.67	27.9	24.43
5oqo	47.72	27.89	24.4
2wce	47.72	27.88	24.39
6wc5	47.72	27.87	24.41
8oiz	47.56	27.93	24.51
7z0d	47.58	27.92	24.5
4kio	47.54	27.94	24.52
5u8i	47.53	27.94	24.53
4mdz	47.54	27.93	24.53
7x5o	47.53	27.93	24.55
5nl1	47.61	27.88	24.51
3usl	47.64	27.86	24.49
3hnk	47.66	27.86	24.48
