pdb	alpha_helical(%)	beta_strand(%)	coil(%)
5liz	47.23	27.82	24.94
1kql	47.24	27.82	24.94
5h0n	47.24	27.82	24.94
2wdq	47.24	27.82	24.94
2vkj	47.24	27.82	24.94
3zd7	47.24	27.82	24.94
3gzh	47.24	27.82	24.94
2rf9	47.24	27.82	24.94
4u0i	47.24	27.82	24.94
1sqb	47.24	27.82	24.94
5ojv	47.24	27.82	24.94
6eig	47.24	27.82	24.94
4btb	47.24	27.82	24.94
4n7g	47.24	27.82	24.94
6ux2	47.24	27.82	24.94
1fyz	47.24	27.82	24.94
4bmt	47.25	27.82	24.94
5tdy	47.25	27.82	24.94
2c2y	47.25	27.82	24.94
3i4n	47.23	27.82	24.94
5nk5	47.23	27.82	24.94
3kin	47.23	27.83	24.94
6gao	47.23	27.82	24.94
7alb	47.22	27.83	24.95
3kaw	47.22	27.83	24.95
6a1d	47.22	27.83	24.95
3gi7	47.23	27.83	24.95
3mkq	47.21	27.83	24.96
2o78	47.22	27.83	24.95
2w6f	47.21	27.83	24.96
1c3c	47.21	27.83	24.96
1tqu	47.21	27.84	24.96
3q0k	47.21	27.83	24.95
1udy	47.22	27.83	24.95
8q8k	47.22	27.83	24.95
3c90	47.22	27.83	24.95
3wqy	47.22	27.83	24.95
3gw4	47.22	27.83	24.95
4txr	47.22	27.83	24.95
7qip	47.22	27.83	24.95
6o3c	47.22	27.83	24.95
8axu	47.22	27.83	24.95
6evo	47.22	27.83	24.95
8hpk	47.22	27.83	24.95
5yrt	47.22	27.83	24.95
1ap6	47.22	27.83	24.95
6nlk	47.23	27.83	24.95
6vvt	47.22	27.83	24.95
7o3m	47.22	27.83	24.95
7z6z	47.22	27.83	24.95
4bmu	47.22	27.83	24.95
2nym	47.23	27.82	24.95
4yhf	47.23	27.82	24.95
5egq	47.23	27.83	24.95
4rwj	47.23	27.83	24.95
7o8m	47.23	27.83	24.95
7x5e	47.23	27.83	24.94
7ck8	47.24	27.82	24.94
6bqf	47.23	27.83	24.95
6b04	47.23	27.83	24.94
6zrn	47.23	27.83	24.94
4ynv	47.23	27.83	24.94
8h8r	47.24	27.82	24.94
2xnx	47.23	27.83	24.95
6cnx	47.23	27.83	24.95
3fb2	47.23	27.83	24.95
6rsr	47.23	27.83	24.95
4k2o	47.23	27.83	24.95
6jsj	47.23	27.82	24.94
5sdc	47.23	27.83	24.94
8f7n	47.24	27.82	24.94
3sn6	47.23	27.83	24.94
8am7	47.24	27.82	24.94
5fzr	47.24	27.82	24.94
4hoq	47.24	27.82	24.94
8xjg	47.24	27.82	24.94
3f2c	47.24	27.82	24.94
1re4	47.23	27.83	24.94
3um1	47.23	27.83	24.94
6bpe	47.23	27.83	24.94
5jvm	47.23	27.83	24.94
2dgm	47.23	27.83	24.94
8abq	47.23	27.83	24.94
2q9q	47.23	27.82	24.94
8h7h	47.23	27.83	24.94
1bt8	47.23	27.83	24.94
4tvj	47.23	27.83	24.94
3cwg	47.23	27.83	24.94
4fe1	47.23	27.83	24.94
7bqo	47.23	27.83	24.94
8ho5	47.23	27.83	24.94
4aho	47.23	27.83	24.94
6r7o	47.24	27.83	24.94
3chu	47.24	27.83	24.93
7nrk	47.24	27.83	24.93
6hhw	47.24	27.83	24.94
3um2	47.24	27.83	24.94
2h7v	47.24	27.83	24.94
3wuv	47.24	27.82	24.93
3bnh	47.24	27.82	24.93
1xz1	47.24	27.82	24.93
4iqt	47.24	27.82	24.93
4cbj	47.25	27.82	24.93
6d7u	47.24	27.82	24.93
7o90	47.24	27.82	24.93
3pv8	47.24	27.82	24.93
7o8a	47.25	27.82	24.93
7cso	47.25	27.82	24.93
4z9h	47.25	27.82	24.93
6nqw	47.25	27.82	24.93
3bvi	47.25	27.82	24.93
7bmm	47.25	27.82	24.93
4y01	47.25	27.82	24.93
5c27	47.25	27.82	24.93
6p1r	47.25	27.82	24.93
4l9u	47.25	27.82	24.93
5jub	47.25	27.82	24.93
8k4l	47.25	27.82	24.93
5mu7	47.26	27.82	24.93
6es2	47.26	27.82	24.93
3jys	47.26	27.82	24.93
4dsl	47.26	27.82	24.93
6aho	47.26	27.81	24.93
6hk0	47.25	27.82	24.93
4rcr	47.25	27.82	24.93
2x1g	47.26	27.82	24.93
1jr3	47.26	27.82	24.93
2vun	47.25	27.82	24.93
8p0s	47.26	27.82	24.93
3teq	47.26	27.82	24.93
3ka6	47.26	27.82	24.93
2xyd	47.26	27.81	24.93
3ul1	47.26	27.81	24.92
4l35	47.26	27.81	24.92
5ogk	47.27	27.81	24.92
2o1j	47.28	27.81	24.92
5ybb	47.27	27.81	24.92
6ysh	47.28	27.81	24.92
1n21	47.28	27.81	24.92
5x7j	47.28	27.81	24.92
4ox0	47.28	27.8	24.92
5vmg	47.27	27.81	24.92
5tyv	47.27	27.81	24.92
1ogv	47.27	27.81	24.92
4xkf	47.27	27.81	24.92
5f7n	47.26	27.81	24.93
7bfw	47.26	27.81	24.93
7y4i	47.27	27.81	24.92
6xoh	47.26	27.81	24.93
5vjs	47.26	27.81	24.92
1oh7	47.26	27.81	24.93
5dh9	47.27	27.81	24.92
5gin	47.27	27.81	24.93
1osy	47.26	27.81	24.93
2ydo	47.27	27.81	24.92
6if6	47.27	27.81	24.92
2ec5	47.26	27.81	24.93
5tiu	47.26	27.81	24.93
5ipn	47.25	27.82	24.93
1o1s	47.26	27.81	24.93
6lsu	47.26	27.81	24.93
6ev0	47.26	27.81	24.93
4gyw	47.25	27.81	24.93
6m97	47.26	27.81	24.93
7lsc	47.25	27.81	24.93
1u0b	47.25	27.81	24.93
3m75	47.26	27.81	24.93
4hfv	47.26	27.81	24.93
5nnr	47.26	27.81	24.93
5eyd	47.26	27.81	24.93
6ygd	47.26	27.81	24.93
6wtq	47.26	27.81	24.93
4m32	47.26	27.81	24.93
2xpi	47.27	27.81	24.93
4zi1	47.27	27.81	24.93
8e5s	47.27	27.81	24.93
7y18	47.26	27.81	24.93
4zwt	47.28	27.8	24.92
7m7d	47.28	27.8	24.92
8iqz	47.29	27.8	24.92
3w7u	47.28	27.8	24.92
6q56	47.28	27.8	24.92
4iva	47.28	27.8	24.92
8td4	47.28	27.8	24.92
6fis	47.28	27.8	24.92
2v7k	47.28	27.8	24.92
7ybo	47.28	27.8	24.92
4dod	47.28	27.8	24.92
1ykd	47.28	27.8	24.92
5hea	47.28	27.8	24.92
6tfv	47.28	27.8	24.92
2uua	47.27	27.8	24.93
4mnd	47.27	27.8	24.93
2wr0	47.27	27.81	24.93
4dr0	47.27	27.8	24.93
3s6p	47.26	27.81	24.93
8c34	47.26	27.81	24.93
4lh7	47.25	27.81	24.93
3i56	47.24	27.82	24.94
8qd9	47.24	27.82	24.94
9gp8	47.24	27.82	24.94
8el5	47.24	27.82	24.94
1d0a	47.23	27.83	24.94
5e75	47.23	27.83	24.94
6jyb	47.23	27.83	24.94
6pw3	47.23	27.83	24.94
4jia	47.23	27.83	24.94
6bzn	47.23	27.83	24.95
5x2c	47.23	27.83	24.95
7o8h	47.23	27.83	24.95
3vrn	47.23	27.83	24.95
1ya7	47.23	27.82	24.95
2vx1	47.22	27.82	24.95
3wmj	47.23	27.82	24.95
5d9q	47.2	27.84	24.96
6vk5	47.2	27.84	24.96
4xa4	47.21	27.84	24.96
7zi2	47.21	27.84	24.96
7nfj	47.21	27.84	24.95
1s94	47.21	27.84	24.95
3guc	47.21	27.84	24.95
3asg	47.21	27.84	24.95
4ons	47.21	27.84	24.95
7ybx	47.21	27.84	24.95
1b06	47.21	27.84	24.95
1noh	47.21	27.84	24.95
5nx9	47.22	27.83	24.95
2qnc	47.22	27.83	24.95
6n82	47.22	27.83	24.95
6gau	47.22	27.83	24.95
3m5j	47.21	27.84	24.95
7zow	47.21	27.84	24.95
6oh8	47.22	27.83	24.95
3uvu	47.22	27.83	24.95
5b1q	47.22	27.83	24.95
7bdt	47.22	27.83	24.95
2vrw	47.22	27.83	24.95
3g71	47.2	27.84	24.96
2c2l	47.21	27.84	24.95
2f6d	47.21	27.84	24.95
4bqk	47.21	27.84	24.95
5awi	47.21	27.84	24.95
6ipx	47.21	27.83	24.95
4rsj	47.22	27.83	24.95
8c2e	47.22	27.83	24.95
7q24	47.22	27.83	24.95
8pbw	47.22	27.83	24.95
6lqo	47.22	27.83	24.95
7bn3	47.22	27.83	24.95
3kba	47.22	27.83	24.95
5j2i	47.22	27.83	24.95
6fiw	47.22	27.83	24.95
3ht3	47.22	27.83	24.95
4zp3	47.23	27.83	24.95
1fur	47.23	27.83	24.95
4ol0	47.23	27.82	24.94
3ceq	47.23	27.82	24.94
4nmk	47.22	27.83	24.95
7tmy	47.23	27.83	24.95
3lco	47.23	27.83	24.95
6dye	47.23	27.83	24.95
5iii	47.23	27.83	24.95
6lox	47.23	27.83	24.95
3siu	47.23	27.82	24.95
6ggy	47.22	27.83	24.95
4ycx	47.22	27.83	24.95
7zcv	47.22	27.83	24.95
4err	47.22	27.83	24.95
8ppg	47.22	27.83	24.95
5dzr	47.22	27.83	24.95
1r8d	47.22	27.83	24.95
1lbi	47.22	27.83	24.95
6kgp	47.22	27.83	24.95
3ab4	47.21	27.83	24.96
7zqt	47.2	27.84	24.96
5b5e	47.2	27.84	24.96
3thy	47.2	27.84	24.96
3ta8	47.2	27.84	24.96
5gmy	47.2	27.84	24.96
3zk2	47.21	27.83	24.96
2wh0	47.22	27.83	24.95
5fia	47.22	27.83	24.95
7m1t	47.22	27.83	24.95
5u96	47.22	27.82	24.95
3vo3	47.22	27.83	24.95
5x22	47.2	27.83	24.96
5nud	47.2	27.84	24.96
7z3q	47.2	27.84	24.96
5eke	47.2	27.84	24.96
3oqs	47.2	27.84	24.96
3k58	47.2	27.84	24.96
2bs4	47.2	27.84	24.96
7ae2	47.2	27.84	24.96
6wid	47.2	27.84	24.96
6n7b	47.2	27.84	24.96
7s0h	47.2	27.84	24.96
6w70	47.2	27.84	24.96
5hti	47.2	27.84	24.96
6kft	47.2	27.84	24.96
6crd	47.18	27.84	24.98
8f5s	47.18	27.84	24.98
6dg5	47.18	27.84	24.98
8gtj	47.17	27.85	24.98
3m01	47.18	27.85	24.98
4xkg	47.17	27.85	24.98
3cd6	47.15	27.86	24.99
6f7b	47.15	27.86	24.99
9icj	47.15	27.86	24.99
5hli	47.15	27.86	24.99
4ds5	47.15	27.86	24.99
4h8o	47.16	27.86	24.99
7qw5	47.15	27.86	24.99
6s9o	47.16	27.85	24.98
2izz	47.17	27.85	24.98
5iwq	47.16	27.85	24.98
4pxm	47.17	27.85	24.98
4ci6	47.17	27.85	24.98
6byj	47.17	27.85	24.98
7dii	47.18	27.84	24.98
4qzi	47.18	27.84	24.98
5cy5	47.18	27.84	24.98
3i5n	47.18	27.84	24.98
8i81	47.18	27.84	24.98
7q1r	47.18	27.84	24.98
6xu2	47.18	27.84	24.98
1p5x	47.18	27.84	24.98
2vjo	47.18	27.84	24.98
3mq1	47.19	27.84	24.97
8u0p	47.19	27.84	24.97
5uvf	47.18	27.84	24.98
2f22	47.18	27.84	24.98
5odi	47.18	27.84	24.98
8ayp	47.18	27.84	24.98
7z2l	47.18	27.84	24.98
3lec	47.18	27.84	24.98
1uaz	47.18	27.84	24.98
3lxp	47.18	27.84	24.98
5nmi	47.18	27.84	24.97
4cbc	47.19	27.84	24.97
8frv	47.19	27.84	24.97
1i4t	47.19	27.84	24.97
3u3b	47.19	27.84	24.97
6ygc	47.19	27.84	24.97
4ziv	47.19	27.84	24.97
7ue2	47.19	27.84	24.97
6o0u	47.19	27.84	24.97
6g8k	47.19	27.84	24.97
6y7f	47.2	27.84	24.97
8sbc	47.19	27.84	24.97
5j0i	47.19	27.84	24.97
3rrg	47.19	27.84	24.97
8fdo	47.19	27.84	24.97
6mxu	47.19	27.84	24.97
6zi9	47.18	27.84	24.97
3zyk	47.19	27.84	24.97
5o0t	47.19	27.84	24.97
3pe3	47.18	27.84	24.98
3zhp	47.19	27.84	24.97
8cm4	47.18	27.84	24.98
5xnb	47.18	27.84	24.98
2i0m	47.18	27.84	24.98
4dlg	47.18	27.84	24.98
4c93	47.18	27.84	24.98
3gtg	47.16	27.85	24.99
2rkl	47.16	27.85	24.99
4twp	47.16	27.85	24.99
5kol	47.16	27.85	24.99
7p46	47.17	27.85	24.98
6hej	47.17	27.85	24.98
2ggx	47.17	27.85	24.98
6slj	47.15	27.86	24.99
2f7q	47.15	27.86	24.99
1gcm	47.15	27.86	24.99
5de2	47.15	27.86	24.99
1py5	47.15	27.86	24.99
2o36	47.15	27.86	24.99
7bl7	47.14	27.87	24.99
5ww5	47.14	27.86	24.99
1oh6	47.14	27.86	24.99
6rrw	47.14	27.87	25.0
2w67	47.14	27.87	25.0
7bdy	47.14	27.87	25.0
4haw	47.14	27.86	25.0
6g0b	47.14	27.86	25.0
5y6o	47.14	27.86	24.99
7s01	47.14	27.87	24.99
6dsx	47.14	27.86	24.99
1q0d	47.15	27.86	24.99
5nqm	47.15	27.86	24.99
4fbz	47.15	27.86	24.99
4nxn	47.14	27.86	24.99
2qgx	47.14	27.86	24.99
4qpk	47.14	27.86	24.99
6adz	47.14	27.86	24.99
8f4j	47.14	27.86	24.99
3pz4	47.14	27.86	24.99
1m48	47.15	27.86	24.99
8f4i	47.15	27.86	24.99
2z5m	47.15	27.86	24.99
4bmp	47.15	27.86	24.99
8f4h	47.15	27.86	24.99
3a6m	47.15	27.86	24.99
6eyw	47.15	27.86	24.99
8b1j	47.15	27.86	24.99
5dhf	47.16	27.86	24.99
1rvj	47.16	27.86	24.99
5tb9	47.16	27.86	24.99
5uhc	47.15	27.86	24.99
5u1s	47.15	27.86	24.99
1tjo	47.15	27.86	24.99
7nxt	47.16	27.86	24.99
6gyh	47.16	27.86	24.99
5ung	47.16	27.86	24.99
5cf5	47.16	27.86	24.99
1dms	47.16	27.86	24.99
4l3z	47.15	27.86	24.99
4ja9	47.15	27.86	24.99
4e6d	47.15	27.86	24.99
3r9a	47.15	27.86	24.99
8iqs	47.15	27.86	24.99
3dts	47.15	27.86	24.99
4p0b	47.15	27.86	24.99
6xz9	47.15	27.86	24.99
5dik	47.15	27.86	24.99
8kbh	47.15	27.86	24.99
1g9j	47.15	27.86	24.99
4k1n	47.15	27.86	24.99
1ha7	47.17	27.85	24.98
5lxn	47.18	27.85	24.98
1bg7	47.18	27.85	24.98
5lky	47.18	27.85	24.98
3hef	47.18	27.85	24.98
3afl	47.17	27.85	24.98
1mmf	47.17	27.85	24.98
6to4	47.17	27.85	24.98
6h96	47.17	27.85	24.98
5hzz	47.17	27.85	24.98
2fkz	47.18	27.85	24.97
3ebh	47.18	27.85	24.97
1y4m	47.18	27.85	24.97
6oel	47.17	27.85	24.98
7odh	47.17	27.85	24.98
8alt	47.17	27.85	24.98
2ykg	47.17	27.85	24.98
2rcc	47.18	27.85	24.98
1y5i	47.17	27.85	24.98
2p7v	47.17	27.85	24.98
5qsu	47.18	27.85	24.97
3kmw	47.18	27.85	24.97
6zcx	47.18	27.85	24.97
4la6	47.18	27.85	24.97
6a3a	47.18	27.85	24.97
6bmm	47.18	27.85	24.97
8tu4	47.18	27.85	24.97
5uca	47.18	27.85	24.97
5c0v	47.19	27.85	24.97
7f74	47.19	27.85	24.97
4wls	47.19	27.84	24.97
5ceq	47.19	27.85	24.97
1kby	47.19	27.84	24.97
1lvf	47.19	27.84	24.97
8sjh	47.19	27.84	24.97
8ary	47.19	27.84	24.97
2vwk	47.19	27.84	24.97
4p7e	47.19	27.84	24.97
6ro1	47.19	27.84	24.97
4xnh	47.19	27.84	24.97
5u2r	47.19	27.84	24.97
4mfc	47.19	27.84	24.97
8bvp	47.19	27.84	24.97
6nin	47.19	27.84	24.97
6z0m	47.19	27.84	24.97
7s7h	47.19	27.84	24.97
4g7o	47.17	27.85	24.98
2ia1	47.17	27.85	24.98
3kqg	47.17	27.85	24.98
8bwj	47.17	27.85	24.98
8w7t	47.17	27.85	24.98
3dxm	47.17	27.85	24.98
8bm2	47.17	27.85	24.98
5k18	47.17	27.85	24.98
3cpb	47.17	27.85	24.98
5z51	47.17	27.85	24.98
3v1a	47.17	27.85	24.98
3mzk	47.17	27.85	24.98
6jy3	47.17	27.85	24.98
4jzp	47.17	27.85	24.98
2pqr	47.17	27.85	24.98
3ugs	47.17	27.85	24.98
6r6m	47.17	27.85	24.98
3lsv	47.17	27.85	24.98
4g24	47.17	27.85	24.98
5kpi	47.17	27.85	24.98
1tr2	47.18	27.84	24.97
6wno	47.18	27.85	24.97
4n78	47.19	27.84	24.97
4ld5	47.19	27.84	24.97
7vt2	47.22	27.82	24.95
4lct	47.23	27.82	24.95
4qzd	47.23	27.82	24.95
2ic9	47.23	27.82	24.95
2qza	47.23	27.82	24.95
1l7v	47.23	27.82	24.95
1fup	47.23	27.82	24.95
8fbn	47.24	27.81	24.95
3smt	47.24	27.81	24.95
3cp9	47.24	27.81	24.95
5zq7	47.24	27.82	24.95
2xa4	47.23	27.82	24.95
7ydx	47.23	27.82	24.95
4mfu	47.24	27.82	24.95
4dhs	47.24	27.81	24.95
6aay	47.24	27.81	24.95
4xbv	47.24	27.81	24.95
4god	47.24	27.81	24.95
3r2k	47.24	27.81	24.95
4pv1	47.24	27.81	24.95
5btg	47.24	27.81	24.95
7or5	47.24	27.81	24.95
4onr	47.24	27.81	24.95
3lz9	47.24	27.81	24.95
3afh	47.24	27.81	24.95
6vfc	47.24	27.81	24.95
5lgn	47.24	27.81	24.95
8fj6	47.24	27.81	24.95
4u5s	47.24	27.81	24.95
1gai	47.24	27.81	24.95
3s7w	47.24	27.81	24.95
4iru	47.24	27.81	24.95
8dpv	47.24	27.81	24.95
6d8b	47.23	27.82	24.95
7voi	47.23	27.82	24.95
6u4o	47.24	27.82	24.95
2rfn	47.24	27.82	24.95
6q9i	47.24	27.82	24.95
4rtd	47.23	27.82	24.95
8icu	47.23	27.82	24.95
4db9	47.23	27.82	24.95
6cko	47.24	27.82	24.95
6cwz	47.23	27.82	24.95
4fgv	47.24	27.82	24.95
5dda	47.24	27.82	24.95
8k8c	47.24	27.81	24.95
3v1c	47.24	27.81	24.95
2gz6	47.24	27.81	24.95
5wxn	47.24	27.81	24.95
4iwk	47.25	27.81	24.94
1r0p	47.25	27.81	24.94
2oqq	47.25	27.81	24.94
5qim	47.25	27.81	24.94
6tvs	47.24	27.81	24.95
5cmq	47.24	27.81	24.95
5h2n	47.24	27.81	24.95
2zis	47.24	27.81	24.95
6wb3	47.24	27.81	24.95
5vs3	47.24	27.81	24.95
6c08	47.24	27.81	24.95
5xoj	47.24	27.81	24.95
6gka	47.24	27.81	24.95
4d6t	47.24	27.81	24.94
3b8o	47.25	27.81	24.94
8ixw	47.25	27.81	24.94
7m4d	47.25	27.81	24.94
5day	47.25	27.81	24.94
7r08	47.25	27.81	24.94
8bce	47.24	27.81	24.94
6txh	47.25	27.81	24.94
4asi	47.24	27.81	24.94
4yfu	47.24	27.81	24.94
7zoy	47.25	27.81	24.94
7bii	47.26	27.81	24.93
2ehg	47.26	27.81	24.93
5xbz	47.25	27.81	24.94
2ygy	47.25	27.81	24.94
4x2j	47.25	27.81	24.94
2rjz	47.25	27.81	24.94
5nm4	47.25	27.81	24.94
1rtw	47.26	27.81	24.94
4lpn	47.26	27.81	24.94
6x2w	47.26	27.81	24.93
4y0x	47.26	27.81	24.93
2qve	47.26	27.81	24.93
6e7h	47.25	27.81	24.94
6c2s	47.25	27.81	24.94
5jc3	47.25	27.81	24.94
4dyu	47.26	27.8	24.94
4nyn	47.26	27.8	24.94
7kpm	47.26	27.8	24.94
5j0t	47.26	27.8	24.94
4bl6	47.26	27.8	24.94
1zql	47.26	27.8	24.94
6w4k	47.26	27.8	24.94
3pml	47.26	27.8	24.94
1uc5	47.26	27.8	24.94
4zda	47.25	27.81	24.94
5a72	47.25	27.81	24.94
6wbp	47.26	27.81	24.94
4c61	47.25	27.81	24.94
2ja8	47.24	27.82	24.94
7yb9	47.24	27.82	24.94
7q38	47.24	27.82	24.94
3s9d	47.24	27.82	24.94
4lde	47.24	27.82	24.94
2itn	47.24	27.82	24.94
3bt5	47.24	27.82	24.94
4o4e	47.24	27.82	24.94
6wtu	47.23	27.82	24.94
3iam	47.22	27.83	24.95
8t8u	47.22	27.83	24.95
3gm6	47.22	27.83	24.95
8xwx	47.22	27.83	24.95
3s5i	47.22	27.83	24.95
4lry	47.22	27.83	24.95
3c3r	47.22	27.83	24.95
5t1y	47.23	27.83	24.95
6m8d	47.22	27.83	24.95
3w2p	47.22	27.83	24.95
4ct4	47.22	27.83	24.95
2g2d	47.22	27.83	24.95
1nkd	47.22	27.83	24.95
5ubt	47.22	27.83	24.95
6vbe	47.23	27.83	24.94
6luq	47.23	27.83	24.94
7zkw	47.23	27.83	24.94
7bom	47.23	27.83	24.94
4e1z	47.23	27.83	24.94
3q7g	47.23	27.83	24.94
7jn8	47.23	27.83	24.94
5ed9	47.23	27.83	24.94
1aj8	47.23	27.83	24.94
3ir7	47.23	27.83	24.94
8joq	47.23	27.83	24.94
6f34	47.23	27.83	24.94
7nfk	47.23	27.83	24.94
5v8k	47.23	27.83	24.94
4fqv	47.21	27.84	24.95
6q6b	47.22	27.84	24.95
4abn	47.22	27.84	24.95
4wii	47.22	27.84	24.95
8gai	47.22	27.83	24.94
7baw	47.22	27.83	24.94
7ab2	47.22	27.83	24.94
5j9z	47.22	27.83	24.94
5ild	47.22	27.83	24.94
3qb7	47.22	27.84	24.94
6car	47.21	27.84	24.95
5ern	47.22	27.84	24.95
5b35	47.22	27.84	24.95
6kqf	47.21	27.84	24.95
1w2d	47.21	27.84	24.95
6boy	47.2	27.84	24.96
5ifm	47.19	27.85	24.96
3gyz	47.19	27.85	24.96
4ei4	47.19	27.85	24.96
4biw	47.19	27.85	24.96
3o0y	47.2	27.85	24.96
4qnh	47.2	27.85	24.96
6in0	47.2	27.85	24.96
3ehm	47.2	27.85	24.96
5n10	47.2	27.84	24.96
6k2j	47.2	27.84	24.96
4zh2	47.18	27.85	24.96
7my4	47.18	27.85	24.96
3pfv	47.18	27.85	24.96
6lpe	47.19	27.85	24.96
6d1z	47.19	27.85	24.96
2grl	47.19	27.85	24.96
2aj4	47.19	27.85	24.96
6n8b	47.19	27.85	24.96
7kp6	47.19	27.85	24.96
3qf7	47.19	27.85	24.96
5mff	47.19	27.85	24.96
3znm	47.19	27.85	24.96
8aav	47.19	27.85	24.96
1el6	47.19	27.85	24.96
5mi6	47.19	27.85	24.96
4i22	47.19	27.85	24.97
2xte	47.19	27.85	24.96
3wrf	47.19	27.85	24.96
6vxu	47.18	27.85	24.97
2hyv	47.19	27.85	24.97
1is2	47.19	27.85	24.96
3oyr	47.19	27.85	24.96
2i20	47.19	27.85	24.96
7k97	47.19	27.85	24.96
6c4n	47.19	27.85	24.96
8sci	47.19	27.85	24.96
3w3x	47.19	27.84	24.96
5feq	47.19	27.84	24.96
4x2n	47.19	27.85	24.96
3n27	47.19	27.84	24.96
3zrw	47.2	27.84	24.96
6g00	47.2	27.84	24.96
5v30	47.19	27.84	24.96
6u18	47.2	27.84	24.96
4cc6	47.2	27.84	24.96
2wt7	47.2	27.84	24.96
6zcy	47.2	27.84	24.96
6x3p	47.2	27.84	24.96
5ezc	47.2	27.84	24.96
5vpb	47.2	27.84	24.96
1m3x	47.2	27.84	24.96
7k26	47.21	27.84	24.96
6y1y	47.21	27.84	24.96
4uct	47.21	27.84	24.96
8s93	47.21	27.84	24.96
8cbi	47.2	27.84	24.96
1s53	47.21	27.84	24.96
1e60	47.2	27.84	24.96
6j7r	47.2	27.84	24.96
5zhy	47.21	27.83	24.96
1r6t	47.21	27.84	24.96
6dvd	47.2	27.84	24.96
5cf6	47.2	27.84	24.96
6v5p	47.19	27.84	24.97
1orj	47.2	27.84	24.96
3qku	47.19	27.84	24.97
6i60	47.19	27.84	24.97
4n3b	47.19	27.84	24.97
5br8	47.18	27.85	24.97
1fc4	47.18	27.85	24.97
8ur1	47.18	27.85	24.97
4o0i	47.18	27.85	24.97
6wc2	47.18	27.85	24.97
7avo	47.18	27.85	24.97
4d2h	47.18	27.84	24.97
4m2t	47.19	27.84	24.97
5a3t	47.19	27.84	24.97
1vyk	47.19	27.84	24.97
1w7a	47.19	27.84	24.97
3q8x	47.19	27.84	24.97
8skn	47.19	27.84	24.97
2cj6	47.19	27.84	24.97
3gm3	47.19	27.84	24.97
6hv1	47.19	27.84	24.97
3ggz	47.19	27.84	24.97
3rji	47.19	27.84	24.97
7rn5	47.19	27.84	24.97
5gns	47.19	27.84	24.97
5j5l	47.2	27.84	24.97
1fza	47.19	27.84	24.97
4ucr	47.19	27.84	24.97
8a2d	47.19	27.84	24.97
8by9	47.19	27.84	24.97
5zyp	47.19	27.84	24.97
7c53	47.19	27.84	24.97
1n0j	47.19	27.84	24.97
4co6	47.2	27.84	24.97
3wyg	47.2	27.83	24.97
2r6x	47.2	27.83	24.97
6gy7	47.21	27.83	24.96
5iuj	47.21	27.83	24.96
6i2p	47.21	27.83	24.96
7oqg	47.21	27.83	24.96
5f2h	47.21	27.83	24.96
2z69	47.21	27.83	24.96
3fzf	47.21	27.83	24.96
1qhj	47.21	27.83	24.96
6yt4	47.21	27.83	24.96
3q9d	47.21	27.83	24.96
5hkw	47.21	27.83	24.96
6xvi	47.21	27.83	24.96
8hv1	47.21	27.83	24.96
5ugb	47.21	27.83	24.96
4zxq	47.21	27.83	24.96
3bbp	47.21	27.83	24.96
1sof	47.22	27.82	24.96
5zmf	47.22	27.82	24.96
7duh	47.21	27.83	24.96
1xrs	47.21	27.83	24.96
4a3c	47.2	27.83	24.96
1ufb	47.2	27.83	24.96
3zcl	47.2	27.83	24.96
4p79	47.2	27.83	24.96
8eov	47.2	27.83	24.96
1p4r	47.2	27.83	24.96
2r9a	47.2	27.83	24.96
5t4a	47.2	27.83	24.97
6su4	47.2	27.83	24.97
2p4i	47.2	27.83	24.97
8st7	47.2	27.83	24.97
4y66	47.2	27.83	24.96
2y4t	47.21	27.83	24.96
2j0j	47.21	27.83	24.96
6exk	47.21	27.83	24.96
6j4a	47.21	27.83	24.96
7ky0	47.21	27.83	24.96
6vk7	47.21	27.83	24.96
7akw	47.21	27.83	24.96
1czz	47.21	27.83	24.96
5g28	47.21	27.83	24.96
3o2t	47.21	27.83	24.96
6k3e	47.21	27.83	24.96
6tow	47.21	27.83	24.96
2v66	47.22	27.82	24.96
8byb	47.22	27.82	24.96
6pcp	47.22	27.82	24.96
7bvq	47.22	27.82	24.96
6pu2	47.22	27.82	24.96
6qnx	47.22	27.82	24.96
5cbh	47.22	27.82	24.96
5ccm	47.22	27.82	24.96
3att	47.22	27.82	24.96
6pl3	47.22	27.82	24.96
5oqp	47.23	27.82	24.95
2wb5	47.23	27.82	24.96
4xr3	47.22	27.82	24.96
5zvv	47.23	27.82	24.96
6ian	47.23	27.81	24.95
3oeh	47.22	27.82	24.96
6tg1	47.22	27.83	24.96
3g50	47.22	27.82	24.96
4j98	47.22	27.83	24.96
7or7	47.22	27.83	24.96
3zio	47.22	27.82	24.96
3f2r	47.22	27.82	24.96
6egk	47.22	27.82	24.96
1l2a	47.21	27.82	24.96
5tdv	47.22	27.82	24.96
6s73	47.22	27.82	24.96
2ypg	47.21	27.83	24.97
3pja	47.22	27.82	24.96
7fvt	47.22	27.82	24.96
2ji5	47.22	27.82	24.96
6w1a	47.22	27.82	24.96
2xz1	47.22	27.82	24.96
8e0o	47.22	27.82	24.96
6y8e	47.23	27.82	24.96
6q5s	47.23	27.82	24.96
4de6	47.23	27.82	24.96
6pyr	47.23	27.82	24.96
3w7s	47.22	27.82	24.96
6kjv	47.23	27.81	24.96
3sng	47.23	27.81	24.96
6ozy	47.23	27.81	24.96
2jd8	47.25	27.8	24.95
